game_id,season,date,script,team_a_raw,score_a,team_b_raw,score_b,quarters_a,quarters_b,confidence,source_id,source_url,retrieved_at
BS21026,2001,2001-05-23,gamestatwide.asp,MAYAGUEZ,68,BAYAMON,72,21-14-15-18-0-0,25-18-17-12-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011226014037id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21026,2026-09-08T15:41:40Z
BS21027,2001,2001-03-28,gamestatwide.asp,SAN GERMAN,109,AIBONITO,85,26-31-20-32-0-0,24-20-19-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011218001850id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21027&GRUPO=PO99&SERIE=4,2026-09-08T15:40:09Z
BS21027,2001,2001-03-28,gamestatwide.asp,SAN GERMAN,109,AIBONITO,85,26-31-20-32-0-0,24-20-19-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224143831id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21027&grupo=,2026-09-08T15:40:57Z
BS21028,2001,2001-05-23,gamestatwide.asp,COAMO,86,QUEBRADILLAS,81,17-21-30-18-0-0,19-24-19-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111221259id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21028,2026-09-08T15:38:56Z
BS21030,2001,2001-05-24,gamestatwide.asp,ARECIBO,103,ISABELA,86,28-27-24-24-0-0,19-25-16-26-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111211052id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21030,2026-09-08T15:38:34Z
BS21032,2001,2001-05-25,gamestatwide.asp,CAROLINA,77,BAYAMON,92,20-19-24-16-0-0,25-24-19-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011125221949id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21032&grupo=,2026-09-08T15:39:25Z
BS21034,2001,2001-05-26,gamestatwide.asp,SAN GERMAN,87,SANTURCE,98,19-28-17-23-0-0,30-18-29-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111215250id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21034,2026-09-08T15:38:50Z
BS21035,2001,2001-05-26,gamestatwide.asp,CAGUAS,99,PONCE,92,22-19-22-22-14-0,18-22-22-23-7-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011120224953id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21035,2026-09-08T15:39:02Z
BS21036,2001,2001-05-26,gamestatwide.asp,COAMO,87,GUAYAMA,85,26-22-18-21-0-0,26-15-19-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011226014704id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21036,2026-09-08T15:41:42Z
BS21037,2001,2001-05-26,gamestatwide.asp,ARECIBO,92,BAYAMON,104,17-24-30-21-0-0,29-29-27-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010726162422id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21037&grupo=,2026-09-08T15:35:47Z
BS21038,2001,2001-05-27,gamestatwide.asp,ISABELA,83,CAROLINA,78,19-29-15-20-0-0,25-11-23-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011226004435id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21038,2026-09-08T15:41:38Z
BS21039,2001,2001-05-27,gamestatwide.asp,SANTURCE,95,MOROVIS,83,20-22-26-27-0-0,21-24-18-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005092005id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21039&grupo=,2026-09-08T15:36:54Z
BS21040,2001,2001-05-29,gamestatwide.asp,MOROVIS,98,BAYAMON,106,13-24-21-40-0-0,25-32-30-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010726162357id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21040&grupo=,2026-09-08T15:35:45Z
BS21041,2001,2001-05-28,gamestatwide.asp,CAGUAS,101,CAROLINA,87,25-29-19-28-0-0,22-14-21-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011120231733id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21041,2026-09-08T15:39:04Z
BS21042,2001,2001-05-28,gamestatwide.asp,PONCE,88,ISABELA,75,31-10-22-25-0-0,24-19-9-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020423093844id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21042&grupo=,2026-09-08T15:42:19Z
BS21043,2001,2001-05-28,gamestatwide.asp,SAN GERMAN,97,MAYAGUEZ,96,30-17-31-19-0-0,18-29-24-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223153051id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21043&GRUPO=PO99&SERIE=4,2026-09-08T15:40:30Z
BS21043,2001,2001-05-28,gamestatwide.asp,SAN GERMAN,97,MAYAGUEZ,96,30-17-31-19-0-0,18-29-24-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224145023id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21043&grupo=,2026-09-08T15:41:10Z
BS21044,2001,2001-05-28,gamestatwide.asp,GUAYAMA,79,AIBONITO,85,15-22-23-19-0-0,24-15-28-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011226224930id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21044,2026-09-08T15:41:54Z
BS21045,2001,2001-05-29,gamestatwide.asp,SANTURCE,96,PONCE,84,27-22-23-24-0-0,25-22-12-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020423094208id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21045&grupo=,2026-09-08T15:42:24Z
BS21046,2001,2001-05-29,gamestatwide.asp,AIBONITO,92,CAGUAS,67,30-16-22-24-0-0,11-20-15-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011120224804id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21046,2026-09-08T15:39:00Z
BS21047,2001,2001-05-31,gamestatwide.asp,CAROLINA,84,MAYAGUEZ,94,25-23-23-13-0-0,18-30-23-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011226230043id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21047,2026-09-08T15:41:55Z
BS21048,2001,2001-05-30,gamestatwide.asp,ARECIBO,76,SAN GERMAN,83,27-23-16-10-0-0,17-20-24-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223155113id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21048&GRUPO=PO99&SERIE=4,2026-09-08T15:40:34Z
BS21048,2001,2001-05-30,gamestatwide.asp,ARECIBO,76,SAN GERMAN,83,27-23-16-10-0-0,17-20-24-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224144744id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21048&grupo=,2026-09-08T15:41:06Z
BS21049,2001,2001-05-30,gamestatwide.asp,ISABELA,85,GUAYAMA,83,23-21-20-21-0-0,28-18-18-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011226221131id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21049,2026-09-08T15:41:50Z
BS21051,2001,2001-05-31,gamestatwide.asp,BAYAMON,115,ISABELA,91,30-28-31-26-0-0,23-15-26-27-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010726162927id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21051&grupo=,2026-09-08T15:35:49Z
BS21052,2001,2001-05-31,gamestatwide.asp,SAN GERMAN,105,COAMO,101,20-25-31-29-0-0,27-28-19-27-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224145000id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21052&grupo=,2026-09-08T15:41:08Z
BS21053,2001,2001-05-31,gamestatwide.asp,CAGUAS,107,MOROVIS,88,21-27-26-33-0-0,18-23-14-33-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011226224109id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21053,2026-09-08T15:41:52Z
BS21055,2001,2001-06-01,gamestatwide.asp,MAYAGUEZ,76,SANTURCE,95,21-13-25-17-0-0,24-31-22-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005093119id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21055&grupo=,2026-09-08T15:36:59Z
BS21057,2001,2001-06-02,gamestatwide.asp,BAYAMON,99,PONCE,81,20-28-29-22-0-0,21-18-39-29-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010622192428id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21057&GRUPO=PO99&SERIE=4,2026-09-08T15:35:35Z
BS21057,2001,2001-06-02,gamestatwide.asp,BAYAMON,99,PONCE,81,20-28-29-22-0-0,21-18-39-29-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010726155853id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21057&grupo=,2026-09-08T15:35:41Z
BS21059,2001,2001-06-02,gamestatwide.asp,AIBONITO,115,MAYAGUEZ,94,34-24-36-21-0-0,21-21-19-33-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010702194031id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21059&GRUPO=PO99&SERIE=4,2026-09-08T15:35:37Z
BS21060,2001,2001-06-03,gamestatwide.asp,QUEBRADILLAS,91,BAYAMON,85,15-22-28-26-0-0,18-17-20-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010726160414id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21060&grupo=,2026-09-08T15:35:44Z
BS21061,2001,2001-06-03,gamestatwide.asp,MOROVIS,73,SAN GERMAN,81,19-14-25-13-0-0,12-26-20-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21061&grupo=,2026-09-08T15:41:12Z
BS21062,2001,2001-06-04,gamestatwide.asp,ARECIBO,93,SANTURCE,90,21-29-15-28-0-0,33-16-20-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005092920id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21062&grupo=,2026-09-08T15:36:57Z
BS21065,2001,2001-06-04,gamestatwide.asp,SANTURCE,90,COAMO,86,19-25-26-20-0-0,28-21-26-11-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005095115id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21065&grupo=,2026-09-08T15:37:01Z
BS21068,2001,2001-06-05,gamestatwide.asp,CAROLINA,81,PONCE,97,12-21-14-34-0-0,28-15-27-27-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020423094043id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21068&grupo=,2026-09-08T15:42:21Z
BS21072,2001,2001-06-06,gamestatwide.asp,BAYAMON,105,SAN GERMAN,106,16-26-33-30-0-0,28-30-23-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011126003749id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21072&grupo=,2026-09-08T15:39:32Z
BS21072,2001,2001-06-06,gamestatwide.asp,BAYAMON,105,SAN GERMAN,106,16-26-33-30-0-0,28-30-23-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223160824id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21072&GRUPO=PO99&SERIE=4,2026-09-08T15:40:36Z
BS21076,2001,2001-06-07,gamestatwide.asp,ISABELA,68,SAN GERMAN,100,17-12-15-24-0-0,21-29-22-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223162049id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21076&GRUPO=PO99&SERIE=4,2026-09-08T15:40:41Z
BS21076,2001,2001-06-07,gamestatwide.asp,ISABELA,68,SAN GERMAN,100,17-12-15-24-0-0,21-29-22-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224142830id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21076&grupo=,2026-09-08T15:40:46Z
BS21080,2001,2001-06-08,gamestatwide.asp,MOROVIS,82,PONCE,93,24-14-25-19-0-0,26-24-18-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020423094548id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21080&grupo=,2026-09-08T15:42:26Z
BS21081,2001,2001-06-08,gamestatwide.asp,SANTURCE,102,QUEBRADILLAS,91,27-28-20-27-0-0,23-13-25-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005102254id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21081&grupo=,2026-09-08T15:37:05Z
BS21082,2001,2001-06-08,gamestatwide.asp,BAYAMON,80,AIBONITO,91,20-23-21-16-0-0,19-22-19-31-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011125213226id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21082&grupo=,2026-09-08T15:39:07Z
BS21085,2001,2001-06-09,gamestatwide.asp,CAGUAS,82,SAN GERMAN,72,26-27-17-12-0-0,16-30-18-8-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224142921id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21085&grupo=,2026-09-08T15:40:48Z
BS21086,2001,2001-06-10,gamestatwide.asp,SANTURCE,91,AIBONITO,80,19-25-23-24-0-0,20-21-32-7-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005095306id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21086&grupo=,2026-09-08T15:37:03Z
BS21087,2001,2001-06-10,gamestatwide.asp,BAYAMON,86,CAGUAS,83,22-23-20-21-0-0,36-20-14-13-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011125213848id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21087&grupo=,2026-09-08T15:39:09Z
BS21091,2001,2001-06-11,gamestatwide.asp,GUAYAMA,92,SAN GERMAN,102,25-27-25-15-0-0,23-26-24-29-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224143334id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21091&grupo=,2026-09-08T15:40:53Z
BS21093,2001,2001-06-12,gamestatwide.asp,BAYAMON,104,SANTURCE,89,23-28-18-35-0-0,23-16-29-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005123351id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21093&grupo=,2026-09-08T15:37:07Z
BS21095,2001,2001-06-12,gamestatwide.asp,SAN GERMAN,81,PONCE,77,17-13-23-28-0-0,23-10-20-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223163438id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21095&GRUPO=PO99&SERIE=4,2026-09-08T15:40:44Z
BS21095,2001,2001-06-12,gamestatwide.asp,SAN GERMAN,81,PONCE,77,17-13-23-28-0-0,23-10-20-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224144642id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21095&grupo=,2026-09-08T15:41:02Z
BS21100,2001,2001-06-14,gamestatwide.asp,SAN GERMAN,114,BAYAMON,118,27-20-29-25-13-0,20-25-26-30-17-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011125214139id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21100&grupo=,2026-09-08T15:39:11Z
BS21100,2001,2001-06-14,gamestatwide.asp,SAN GERMAN,114,BAYAMON,118,27-20-29-25-13-0,20-25-26-30-17-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020420111555id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21100&GRUPO=PO99&SERIE=4,2026-09-08T15:42:11Z
BS21103,2001,2001-06-15,gamestatwide.asp,GUAYAMA,67,SANTURCE,77,17-8-21-21-0-0,19-17-20-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101183604id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21103&grupo=,2026-09-08T15:38:20Z
BS21105,2001,2001-06-16,gamestatwide.asp,BAYAMON,102,QUEBRADILLAS,90,29-26-32-25-0-0,21-38-21-10-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011125220055id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21105&grupo=,2026-09-08T15:39:17Z
BS21108,2001,2001-07-06,gamestatwide.asp,SANTURCE,106,ISABELA,76,29-33-27-17-0-0,12-26-18-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101184531id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21108&grupo=,2026-09-08T15:38:28Z
BS21109,2001,2001-06-17,gamestatwide.asp,QUEBRADILLAS,101,SAN GERMAN,99,26-29-20-26-0-0,29-27-14-29-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224144727id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21109&grupo=,2026-09-08T15:41:04Z
BS21111,2001,2001-06-18,gamestatwide.asp,PONCE,90,BAYAMON,79,16-22-24-28-0-0,17-19-19-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011125220603id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21111&grupo=,2026-09-08T15:39:22Z
BS21113,2001,2001-06-18,gamestatwide.asp,SAN GERMAN,126,CAROLINA,110,29-30-28-39-0-0,29-26-27-34-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223134006id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21113&grupo=,2026-09-08T15:40:11Z
BS21115,2001,2001-06-18,gamestatwide.asp,SANTURCE,93,MAYAGUEZ,87,25-27-21-20-0-0,18-21-27-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101184707id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21115&grupo=,2026-09-08T15:38:31Z
BS21116,2001,2001-06-19,gamestatwide.asp,BAYAMON,97,GUAYAMA,52,23-23-20-31-0-0,11-13-11-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020215234139id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21116&grupo=,2026-09-08T15:41:59Z
BS21121,2001,2001-06-20,gamestatwide.asp,SANTURCE,96,SAN GERMAN,90,28-19-22-27-0-0,28-20-23-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224204130id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21121&grupo=,2026-09-08T15:41:24Z
BS21125,2001,2001-06-21,gamestatwide.asp,MOROVIS,96,SANTURCE,101,26-16-23-31-0-0,28-29-24-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101174916id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21125&grupo=,2026-09-08T15:37:34Z
BS21127,2001,2001-06-22,gamestatwide.asp,ISABELA,81,BAYAMON,89,16-23-27-15-0-0,26-20-18-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020215233912id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21127&grupo=,2026-09-08T15:41:57Z
BS21128,2001,2001-06-22,gamestatwide.asp,AIBONITO,96,SAN GERMAN,75,20-28-18-30-0-0,21-17-19-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223134834id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21128&GRUPO=PO99&SERIE=4,2026-09-08T15:40:13Z
BS21128,2001,2001-06-22,gamestatwide.asp,AIBONITO,96,SAN GERMAN,75,20-28-18-30-0-0,21-17-19-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224204721id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21128&grupo=,2026-09-08T15:41:26Z
BS21132,2001,2001-06-23,gamestatwide.asp,PONCE,91,GUAYAMA,78,20-15-23-33-0-0,15-21-14-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020423092128id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21132&grupo=,2026-09-08T15:42:13Z
